EmployeeKey,EmployeeNumber,DepartmentKey,JobRoleKey,EducationFieldKey,BusinessTravelKey,GenderKey,MaritalStatusKey,Age,DistanceFromHome,JobLevel,JobInvolvement,OverTime,NumCompaniesWorked,StockOptionLevel,DailyRate,HourlyRate,MonthlyRate,MonthlyIncome,PercentSalaryHike,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,PerformanceRating,WorkLifeBalance,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,Education,EducationLevel,AgeGroup,SalaryBand,TensureGroup,Job Satisfaction Level
1283,1798,2,7,2,3,2,2,33,8,1,4,No,6,1,867,90,6076,3143,19,4,1,2,3,3,14,1,10,8,7,6,No,4,Master,26-35,Meduim Salary,Experienced,Low
1304,1827,2,5,2,3,1,1,47,4,3,2,Yes,8,1,1001,92,19271,10333,12,3,2,3,3,3,28,4,22,11,14,10,No,3,Bachelor,46-55,High Salary,Long-Term,Medium
1314,1844,1,2,1,3,2,1,29,13,1,2,Yes,4,3,350,56,3157,2335,15,1,1,4,3,3,4,3,2,2,2,0,Yes,3,Bachelor,26-35,Low Salary,New Employee,Low
1327,1862,3,8,3,3,2,3,32,2,2,2,Yes,7,0,414,82,26186,9907,12,3,2,3,3,2,7,3,2,2,2,2,Yes,4,Master,26-35,High Salary,New Employee,Medium
1328,1863,3,8,6,3,1,1,46,3,4,4,No,2,1,1319,45,7739,13225,12,1,1,4,3,3,25,5,19,17,2,8,No,3,Bachelor,46-55,High Salary,Long-Term,Low
1331,1866,2,4,4,3,1,2,43,6,5,2,No,7,0,823,81,22539,19392,13,1,3,4,3,3,21,2,16,12,6,14,No,3,Bachelor,36-45,Very High Salary,Long-Term,High
1332,1867,2,6,2,3,2,2,48,10,5,2,No,4,0,1224,91,13583,19665,12,4,2,4,3,3,29,3,22,10,12,9,No,3,Bachelor,46-55,Very High Salary,Long-Term,Medium
1347,1888,2,5,2,3,1,2,45,25,2,2,No,0,2,556,93,23888,5906,13,2,4,4,3,2,10,2,9,8,3,8,No,2,College,36-45,Meduim Salary,Experienced,Very High
1353,1903,2,1,2,3,2,2,44,1,2,4,No,2,1,170,78,9364,5033,15,2,1,4,3,3,10,5,2,0,2,2,No,4,Master,36-45,Meduim Salary,New Employee,Low
1361,1916,2,3,4,3,1,1,31,4,1,4,No,8,1,471,62,16031,3978,12,1,3,2,3,2,4,0,2,2,2,2,No,3,Bachelor,26-35,Meduim Salary,New Employee,High
1429,2013,3,9,4,3,2,2,32,1,1,2,No,0,1,234,68,18024,2269,14,2,2,2,3,3,3,2,2,2,2,2,No,4,Master,26-35,Low Salary,New Employee,Medium
1440,2024,3,8,4,3,1,2,36,3,3,2,No,0,2,557,94,12695,7644,19,1,4,3,3,3,10,2,9,7,3,4,No,3,Bachelor,36-45,High Salary,Experienced,Very High
1456,2048,2,7,2,3,2,3,40,2,1,2,No,2,0,1322,52,2725,2809,14,3,3,4,3,3,8,2,2,2,2,2,No,4,Master,36-45,Low Salary,New Employee,High
1462,2055,3,8,3,3,2,1,50,28,3,2,Yes,4,1,410,39,16586,10854,13,4,1,2,3,3,20,3,3,2,2,0,Yes,3,Bachelor,46-55,High Salary,Early Career,Low
1463,2056,3,8,3,3,1,2,39,24,4,2,No,0,1,722,60,8828,12031,11,2,4,1,3,2,21,2,20,9,9,6,No,1,Below College,36-45,High Salary,Long-Term,Very High
35,45,2,7,4,3,2,2,24,1,1,3,Yes,2,1,813,61,3020,2293,16,2,4,1,3,2,6,2,2,0,2,0,Yes,3,Bachelor,18-25,Low Salary,New Employee,Very High
123,161,2,7,2,3,1,2,56,14,1,3,Yes,9,3,441,72,4510,4963,18,2,2,1,3,3,7,2,5,4,4,3,Yes,4,Master,56+,Meduim Salary,Early Career,Medium
436,582,2,4,4,3,2,2,33,15,3,3,Yes,7,0,1277,56,24619,13610,12,2,3,4,3,4,15,2,7,6,7,7,Yes,1,Below College,26-35,High Salary,Experienced,High
526,720,3,8,2,3,1,3,24,3,2,3,No,9,0,693,65,24785,4577,14,1,3,1,3,3,4,3,2,2,2,0,Yes,2,College,18-25,Meduim Salary,New Employee,High
596,825,2,6,2,3,2,3,58,2,5,3,Yes,7,0,286,31,25761,19246,12,4,2,4,3,3,40,2,31,15,13,8,Yes,4,Master,56+,Very High Salary,Long-Term,Medium
599,828,2,7,4,3,2,3,28,2,1,3,No,6,0,890,46,16374,4382,17,3,3,4,3,2,5,3,2,2,2,1,Yes,4,Master,26-35,Meduim Salary,New Employee,High
609,842,3,8,4,3,2,3,55,2,2,3,No,4,0,436,37,21519,5160,16,3,4,3,3,2,12,3,9,7,7,3,Yes,1,Below College,46-55,Meduim Salary,Experienced,Very High
670,932,2,3,4,3,2,2,39,6,1,3,Yes,7,0,1122,70,4303,2404,21,4,1,4,4,1,8,2,2,2,2,2,Yes,3,Bachelor,36-45,Low Salary,New Employee,Low
780,1081,2,7,2,3,2,2,51,4,1,3,Yes,9,3,1323,34,10332,2461,12,1,3,3,3,4,18,2,10,0,2,7,Yes,4,Master,46-55,Low Salary,Experienced,High
792,1100,3,8,6,3,2,3,35,4,3,3,Yes,0,0,1204,86,10333,9582,22,4,1,1,4,3,9,2,8,7,4,7,Yes,3,Bachelor,26-35,High Salary,Experienced,Low
933,1299,2,3,6,3,1,1,29,7,1,3,Yes,3,2,806,39,17285,3339,13,2,3,1,3,3,10,2,7,7,7,7,Yes,3,Bachelor,26-35,Meduim Salary,Experienced,High
948,1319,3,8,2,3,2,3,52,5,3,3,Yes,9,0,1030,64,21534,8446,19,2,2,3,3,2,10,2,8,7,7,7,Yes,3,Bachelor,46-55,High Salary,Experienced,Medium
1032,1457,3,8,3,3,2,1,46,9,3,3,No,4,1,377,52,15986,10096,11,1,4,1,3,4,28,1,7,7,4,3,Yes,3,Bachelor,46-55,High Salary,Experienced,Very High
1299,1821,2,1,4,3,1,2,46,21,2,3,No,4,1,261,66,10842,8926,22,4,2,4,4,4,13,2,9,7,3,7,Yes,2,College,46-55,High Salary,Experienced,Medium
1370,1933,3,8,3,3,1,3,28,13,2,3,Yes,3,0,1475,84,23352,9854,11,4,3,4,3,3,6,0,2,0,2,2,Yes,2,College,26-35,High Salary,New Employee,High
1397,1968,3,8,2,3,2,3,53,24,3,3,Yes,6,0,1168,66,5843,10448,13,1,1,2,3,2,15,2,2,2,2,2,Yes,4,Master,46-55,High Salary,New Employee,Low
1443,2027,2,7,4,3,2,2,29,1,1,3,Yes,9,3,1092,36,26124,4787,14,1,4,2,3,4,4,3,2,2,2,2,Yes,4,Master,26-35,Meduim Salary,New Employee,Very High
1445,2032,2,3,6,3,2,2,56,7,1,3,No,8,1,310,72,3666,2339,11,4,3,4,3,1,14,4,10,9,9,8,Yes,2,College,56+,Low Salary,Experienced,High
5,7,2,3,4,3,2,2,27,2,1,3,No,9,1,591,40,16632,3468,12,1,2,4,3,3,6,3,2,2,2,2,No,1,Below College,26-35,Meduim Salary,New Employee,Medium
10,13,2,1,4,3,2,2,36,27,2,3,No,6,2,1299,94,16577,5237,13,3,3,2,3,2,17,3,7,7,7,7,No,3,Bachelor,36-45,Meduim Salary,Experienced,High
23,28,2,6,2,3,1,3,34,7,3,3,No,0,0,419,53,21293,11994,11,1,2,3,3,3,13,4,12,6,2,11,No,4,Master,26-35,High Salary,Long-Term,Medium
26,32,2,4,5,3,1,1,53,5,5,3,No,4,1,1282,58,10735,19094,11,3,3,4,3,2,26,3,14,13,4,8,No,3,Bachelor,46-55,Very High Salary,Long-Term,High
28,35,3,8,3,3,2,2,42,8,2,3,No,0,1,691,48,21173,6825,11,3,2,4,3,3,10,2,9,7,4,2,No,4,Master,36-45,Meduim Salary,Experienced,Medium
30,38,3,4,3,3,1,3,46,2,5,3,No,3,0,705,83,22822,18947,12,2,1,4,3,2,22,2,2,2,2,1,No,4,Master,46-55,Very High Salary,New Employee,Low
58,75,2,3,4,3,1,2,35,23,1,3,Yes,3,1,1142,30,16002,4014,15,3,1,3,3,3,4,3,2,2,2,2,No,4,Master,26-35,Meduim Salary,New Employee,Low
64,81,3,8,2,3,1,3,59,25,3,3,No,7,0,1435,99,2354,7637,11,1,1,4,3,2,28,3,21,16,7,9,No,3,Bachelor,56+,High Salary,Long-Term,Low
124,162,2,6,2,3,2,3,51,6,5,3,No,7,0,684,51,6462,19537,13,1,3,3,3,3,23,5,20,18,15,15,No,3,Bachelor,46-55,Very High Salary,Long-Term,High
129,169,2,3,6,3,2,2,22,2,1,3,No,0,1,594,100,19299,2523,14,3,4,3,3,3,3,2,2,1,2,1,No,1,Below College,18-25,Low Salary,New Employee,Very High
140,184,1,2,1,3,2,2,30,9,2,3,Yes,0,0,1240,48,13982,6347,19,3,4,4,3,1,12,2,11,9,4,7,No,3,Bachelor,26-35,Meduim Salary,Long-Term,Very High
143,193,2,7,6,3,1,3,38,3,2,3,Yes,3,0,364,32,2302,4317,20,4,3,2,4,3,19,2,3,2,2,2,No,5,Doctor,36-45,Meduim Salary,Early Career,High
146,197,2,7,6,3,1,1,30,5,1,3,No,5,1,201,84,10415,3204,14,4,1,4,3,3,8,3,3,2,2,2,No,3,Bachelor,26-35,Meduim Salary,Early Career,Low
153,205,3,9,3,3,2,2,53,6,2,3,Yes,2,1,1436,34,16047,2306,20,2,3,4,4,1,13,3,7,7,4,5,No,2,College,46-55,Low Salary,Experienced,High
166,226,2,4,2,3,1,3,50,11,5,3,No,3,0,1452,53,17053,19926,15,3,2,2,3,3,21,5,5,4,4,4,No,3,Bachelor,46-55,Very High Salary,Early Career,Medium
168,228,3,8,2,3,1,2,30,5,3,3,No,2,1,1339,41,8053,9419,12,2,4,3,3,3,12,2,10,9,7,4,No,3,Bachelor,26-35,High Salary,Experienced,Very High
176,241,2,7,2,3,1,1,56,8,1,3,Yes,4,1,713,67,13939,4257,18,3,1,3,3,3,19,3,2,2,2,2,No,3,Bachelor,56+,Meduim Salary,New Employee,Low
204,281,2,3,4,3,2,2,40,19,2,3,Yes,8,1,905,99,16523,2741,15,3,4,3,3,4,15,2,7,2,3,7,No,2,College,36-45,Low Salary,Experienced,Very High
221,304,2,3,2,3,2,3,36,5,2,3,No,8,0,1396,62,9945,5914,16,4,2,4,3,4,16,3,13,11,3,7,No,2,College,36-45,Meduim Salary,Long-Term,Medium
224,307,3,8,2,3,2,1,38,3,3,3,No,0,2,119,76,9647,10609,12,1,3,3,3,2,17,6,16,10,5,13,No,3,Bachelor,36-45,High Salary,Long-Term,High
233,321,1,2,4,3,2,2,59,6,1,3,No,8,0,818,52,25657,2267,17,2,3,4,3,2,7,2,2,2,2,2,No,2,College,56+,Low Salary,New Employee,High
258,352,2,6,4,3,2,1,40,2,5,3,No,0,1,1416,49,5949,19436,19,1,3,4,3,3,22,5,21,7,3,9,No,2,College,36-45,Very High Salary,Long-Term,High
269,372,2,1,4,3,2,2,45,20,4,3,Yes,0,0,1385,79,7501,13496,14,3,4,2,3,3,21,2,20,7,4,10,No,2,College,36-45,High Salary,Long-Term,Very High
270,373,2,3,2,3,2,2,36,6,1,3,No,0,1,1403,47,20251,3210,11,4,4,3,3,3,16,4,15,13,10,11,No,3,Bachelor,36-45,Meduim Salary,Long-Term,Very High
271,374,2,4,4,3,2,3,55,1,5,3,Yes,0,0,452,81,18938,19045,14,4,1,3,3,3,37,2,36,10,4,13,No,3,Bachelor,46-55,Very High Salary,Long-Term,Low
292,397,2,7,6,3,2,3,36,3,2,3,No,4,0,506,30,26285,4485,12,3,2,4,3,3,10,2,8,0,7,7,No,3,Bachelor,36-45,Meduim Salary,Experienced,Medium
298,406,3,8,3,3,2,2,35,16,3,3,No,0,2,1232,96,5100,8020,15,3,2,3,3,2,12,3,11,9,6,9,No,3,Bachelor,26-35,High Salary,Long-Term,Medium
313,426,2,7,2,3,2,1,31,2,1,3,Yes,0,1,192,32,7747,2695,18,3,4,2,3,1,3,2,2,2,2,2,No,4,Master,26-35,Low Salary,New Employee,Very High
335,452,2,7,5,3,2,2,45,8,2,3,No,9,2,549,75,9278,3697,14,4,4,1,3,3,12,3,10,9,9,8,No,4,Master,36-45,Meduim Salary,Experienced,Very High
378,501,2,7,2,3,1,2,36,2,1,3,No,4,1,329,96,11868,2543,13,4,3,2,3,3,6,3,2,2,2,2,No,3,Bachelor,36-45,Low Salary,New Employee,High
403,533,3,8,6,3,1,3,30,12,2,3,No,0,0,1082,83,19558,6577,11,2,3,2,3,3,6,6,5,4,4,4,No,3,Bachelor,26-35,Meduim Salary,Early Career,High
412,549,2,4,2,3,1,2,60,7,5,3,No,5,0,422,41,3854,19566,11,1,1,4,3,1,33,5,29,8,11,10,No,3,Bachelor,56+,Very High Salary,Long-Term,Low
445,595,3,8,3,3,1,2,48,2,2,3,No,2,1,163,37,19658,4051,14,2,4,1,3,3,14,2,9,7,6,7,No,5,Doctor,46-55,Meduim Salary,Experienced,Very High
446,597,3,4,2,3,1,3,55,18,4,3,No,3,0,1117,83,9873,16835,23,1,2,4,4,3,37,2,10,9,7,7,No,5,Doctor,46-55,Very High Salary,Experienced,Medium
448,600,3,8,3,3,2,2,35,1,2,3,No,9,0,619,85,18659,4717,11,2,3,3,3,3,15,2,11,9,6,9,No,3,Bachelor,26-35,Meduim Salary,Long-Term,High
449,601,2,5,2,3,1,3,40,6,4,3,No,7,0,302,75,20364,13237,15,2,3,3,3,3,22,3,20,6,5,13,No,3,Bachelor,36-45,High Salary,Long-Term,High
453,606,3,8,5,3,2,2,45,2,2,3,No,0,1,561,61,16177,4805,19,4,2,2,3,4,9,3,8,7,3,7,No,3,Bachelor,36-45,Meduim Salary,Experienced,Medium
467,625,3,4,2,3,1,2,41,2,4,3,No,7,1,1276,91,5626,16595,16,2,1,2,3,3,22,2,18,16,11,8,No,5,Doctor,36-45,Very High Salary,Long-Term,Low
469,630,2,7,6,3,2,1,52,6,2,3,Yes,3,2,956,78,22087,5577,12,4,1,2,3,3,18,3,10,9,6,9,No,2,College,46-55,Meduim Salary,Experienced,Low
473,635,2,5,2,3,1,2,37,1,2,3,No,6,1,446,65,15701,6447,12,2,2,2,3,2,8,2,6,5,4,3,No,4,Master,36-45,Meduim Salary,Experienced,Medium
499,675,2,7,4,3,2,2,22,6,1,3,No,0,0,604,69,12145,2773,20,1,3,4,4,3,3,3,2,2,2,2,No,1,Below College,18-25,Low Salary,New Employee,High
503,682,3,8,4,3,1,3,53,1,2,3,No,7,0,238,34,7507,8381,20,4,1,4,4,4,18,2,14,7,8,10,No,1,Below College,46-55,High Salary,Long-Term,Low
511,698,1,2,4,3,2,2,54,19,3,3,No,2,1,397,88,6729,10725,15,3,2,3,3,4,16,1,9,7,7,1,No,4,Master,46-55,High Salary,Experienced,Medium
532,727,2,6,2,3,1,3,32,3,3,3,No,3,0,1018,39,19373,11159,15,3,4,4,3,3,10,6,7,7,7,7,No,2,College,26-35,High Salary,Experienced,Very High
537,732,3,8,3,3,2,3,60,16,2,3,No,8,0,1179,84,11924,5405,14,1,1,4,3,3,10,1,2,2,2,2,No,4,Master,56+,Meduim Salary,New Employee,Low
540,738,3,9,3,3,2,2,50,8,1,3,No,7,1,316,54,9983,3875,15,4,2,4,3,3,4,2,2,2,2,2,No,4,Master,46-55,Meduim Salary,New Employee,Medium
546,747,3,8,3,3,2,1,30,27,2,3,No,7,1,501,99,25275,5304,23,3,4,4,4,2,10,2,8,7,7,7,No,5,Doctor,26-35,Meduim Salary,Experienced,Very High
550,757,2,1,4,3,1,3,34,8,2,3,No,3,0,970,96,7360,6142,11,2,3,4,3,3,10,2,5,1,4,3,No,2,College,26-35,Meduim Salary,Early Career,High
557,769,2,3,2,3,2,3,53,6,2,3,No,2,0,346,86,10919,2450,17,4,4,4,3,3,19,4,2,2,2,2,No,3,Bachelor,46-55,Low Salary,New Employee,Very High
578,802,2,7,2,3,1,1,37,10,1,3,Yes,0,2,571,82,19905,2782,13,4,1,2,3,2,6,3,5,3,4,3,No,1,Below College,36-45,Low Salary,Early Career,Low
591,817,2,6,4,3,2,2,33,7,3,3,No,0,0,213,49,25995,11691,11,3,3,4,3,4,14,3,13,9,3,7,No,3,Bachelor,26-35,High Salary,Long-Term,High
617,851,3,4,3,3,1,2,51,26,4,3,No,2,1,1318,66,5594,16307,14,1,3,3,3,2,29,2,20,6,4,17,No,4,Master,46-55,Very High Salary,Long-Term,High
618,852,2,1,4,3,2,3,44,4,2,3,No,9,0,625,50,5197,5933,12,4,2,4,3,2,10,2,5,2,2,3,No,3,Bachelor,36-45,Meduim Salary,Early Career,Medium
647,897,3,8,3,3,2,2,53,8,4,3,No,5,1,868,73,22789,11836,14,1,4,3,3,3,28,3,2,0,2,2,No,3,Bachelor,46-55,High Salary,New Employee,Very High
650,901,2,6,2,3,1,3,53,23,4,3,No,6,0,102,72,20206,14275,18,4,4,3,3,3,33,0,12,9,3,8,No,4,Master,46-55,High Salary,Long-Term,Very High
652,903,3,8,3,3,1,2,47,2,2,3,Yes,0,1,249,35,17783,4537,22,3,4,1,4,3,8,2,7,6,7,7,No,2,College,46-55,Meduim Salary,Experienced,Very High
665,924,2,1,2,3,2,2,36,14,2,3,Yes,0,1,1425,68,4821,6586,17,3,4,1,3,2,17,2,16,8,4,11,No,1,Below College,36-45,Meduim Salary,Long-Term,Very High
669,930,2,7,4,3,1,1,28,9,1,3,No,5,1,995,77,9834,2377,18,3,3,2,3,3,6,2,2,2,2,2,No,3,Bachelor,26-35,Low Salary,New Employee,High
687,957,2,3,4,3,2,3,41,6,1,3,Yes,2,0,263,59,3119,4721,13,4,1,3,3,3,20,3,18,13,2,17,No,3,Bachelor,36-45,Meduim Salary,Long-Term,Low
688,958,2,3,4,3,2,3,36,2,1,3,No,4,0,938,79,12287,2519,21,3,3,3,4,3,16,6,11,8,3,9,No,4,Master,36-45,Low Salary,Long-Term,High
691,961,2,1,4,3,1,2,31,12,2,3,Yes,0,2,616,41,17369,5855,11,4,4,3,3,1,10,2,9,7,8,5,No,3,Bachelor,26-35,Meduim Salary,Experienced,Very High
700,976,2,4,2,3,2,2,52,1,4,3,No,2,1,1053,70,13829,17099,15,4,4,2,3,2,26,2,9,8,7,8,No,2,College,46-55,Very High Salary,Experienced,Very High
702,981,3,4,4,3,2,1,53,2,4,3,No,6,1,1376,45,13938,14852,13,3,3,3,3,4,22,3,17,13,15,2,No,2,College,46-55,High Salary,Long-Term,High
703,982,3,8,5,3,2,1,30,8,3,3,No,5,1,231,62,9977,7264,11,3,3,1,3,4,10,2,8,4,7,7,No,2,College,26-35,High Salary,Experienced,High
718,1001,2,3,6,3,1,2,27,16,1,3,No,9,1,1134,37,12086,2811,14,3,2,2,3,3,4,2,2,2,2,2,No,4,Master,26-35,Low Salary,New Employee,Medium
738,1025,2,5,4,3,1,3,41,7,2,3,No,6,0,549,42,23371,5003,14,4,3,2,3,3,8,6,2,2,2,1,No,2,College,36-45,Meduim Salary,New Employee,High
740,1027,2,5,2,3,1,2,27,2,2,3,No,0,1,1055,47,4658,4227,18,1,4,2,3,3,4,2,3,2,2,2,No,4,Master,26-35,Meduim Salary,Early Career,Very High
767,1061,2,6,4,3,2,2,50,2,5,3,Yes,2,1,1464,62,12853,19237,11,2,3,4,3,2,29,2,8,1,7,7,No,4,Master,46-55,Very High Salary,Experienced,High
771,1069,2,6,4,3,2,1,46,1,5,3,No,9,2,430,40,21445,19627,17,4,4,4,3,3,23,0,2,2,2,2,No,4,Master,46-55,Very High Salary,New Employee,Very High
786,1092,2,1,6,3,2,2,40,20,3,3,No,4,1,1492,61,26542,10322,20,1,4,4,4,3,14,6,11,10,11,1,No,4,Master,36-45,High Salary,Long-Term,Very High
800,1109,2,4,4,3,2,2,42,2,4,3,No,0,1,469,35,14399,17665,17,4,1,4,3,3,23,3,22,6,13,7,No,2,College,36-45,Very High Salary,Long-Term,Low
807,1118,2,1,2,3,2,3,52,7,3,3,No,7,0,994,87,15322,10445,19,2,2,4,3,3,18,4,8,6,4,0,No,4,Master,46-55,High Salary,Experienced,Medium
811,1124,3,4,3,3,2,2,46,3,4,3,No,3,1,406,52,15596,17465,12,1,3,4,3,3,23,3,12,9,4,9,No,1,Below College,46-55,Very High Salary,Long-Term,High
852,1191,2,4,6,3,1,1,56,4,5,3,No,4,1,718,92,18575,19943,13,4,1,4,3,3,28,2,5,2,4,2,No,4,Master,56+,Very High Salary,Early Career,Low
859,1201,2,4,4,3,1,1,53,7,5,3,No,3,1,1223,50,18640,18606,18,4,3,2,3,3,26,6,7,7,4,7,No,2,College,46-55,Very High Salary,Experienced,High
862,1204,3,4,3,3,1,2,46,2,4,3,No,8,0,1402,69,24097,17048,23,3,1,1,4,3,28,2,26,15,15,9,No,3,Bachelor,46-55,Very High Salary,Long-Term,Low
884,1238,2,7,4,3,2,2,33,9,1,3,No,0,1,117,60,6311,2781,13,1,4,2,3,3,15,5,14,10,4,10,No,3,Bachelor,26-35,Low Salary,Long-Term,Very High
887,1241,2,7,4,3,2,2,30,1,1,3,Yes,0,1,1465,63,9369,3579,21,4,2,1,4,3,12,2,11,9,5,7,No,3,Bachelor,26-35,Meduim Salary,Long-Term,Medium
908,1267,3,4,3,3,2,2,44,5,5,3,No,7,1,1099,88,8751,18213,11,2,2,3,3,3,26,5,22,9,3,10,No,3,Bachelor,36-45,Very High Salary,Long-Term,Medium
920,1283,2,5,4,3,2,3,59,18,3,3,No,6,0,1429,67,20002,10512,12,4,4,4,3,2,25,6,9,7,5,4,No,4,Master,56+,High Salary,Experienced,Very High
925,1291,2,7,2,3,2,2,35,6,1,3,Yes,0,0,735,66,6020,3506,14,3,3,4,3,3,4,3,3,2,2,2,No,1,Below College,26-35,Meduim Salary,Early Career,High
928,1294,2,5,2,3,1,3,36,2,2,3,Yes,9,0,429,53,2323,5410,11,3,2,4,3,3,18,2,16,14,5,12,No,4,Master,36-45,Meduim Salary,Long-Term,Medium
944,1314,1,2,2,3,1,3,46,1,1,3,No,6,0,991,44,22957,3423,12,4,1,3,3,4,10,3,7,6,5,7,No,2,College,46-55,Meduim Salary,Experienced,Low
957,1338,1,4,2,3,2,3,56,8,5,3,No,6,0,206,99,4022,19717,14,4,2,1,3,3,36,4,7,3,7,7,No,4,Master,56+,Very High Salary,Experienced,Medium
977,1373,2,5,2,3,2,2,56,23,4,3,Yes,4,1,1369,68,18235,13402,12,4,2,1,3,3,33,0,19,16,15,9,No,3,Bachelor,56+,High Salary,Long-Term,Medium
980,1377,2,3,4,3,2,2,34,29,2,3,No,4,2,285,86,17491,5429,13,2,3,1,3,3,10,1,8,7,7,7,No,3,Bachelor,26-35,Meduim Salary,Experienced,High
1009,1422,2,6,4,3,1,3,54,1,4,3,No,6,0,971,54,5652,17328,19,4,4,4,3,2,29,3,20,7,12,7,No,3,Bachelor,46-55,Very High Salary,Long-Term,Very High
1025,1443,2,6,4,3,1,2,47,2,4,3,No,3,2,359,82,26703,17169,19,1,3,2,3,4,26,2,20,17,5,6,No,4,Master,46-55,Very High Salary,Long-Term,High
1039,1466,3,8,3,3,2,1,48,7,2,3,No,4,3,1221,96,24795,5486,11,3,1,1,3,3,15,3,2,2,2,2,No,3,Bachelor,46-55,Meduim Salary,New Employee,Low
1050,1479,3,8,2,3,2,2,30,16,2,3,No,8,2,1358,96,2939,5301,15,4,3,3,3,2,4,2,2,1,2,2,No,1,Below College,26-35,Meduim Salary,New Employee,High
1079,1523,2,6,2,3,2,2,44,28,4,3,No,3,1,136,32,22074,16328,13,4,1,3,3,4,24,1,20,6,14,17,No,3,Bachelor,36-45,Very High Salary,Long-Term,Low
1080,1525,2,5,2,3,1,3,39,6,3,3,No,4,0,1089,32,9150,8376,18,2,2,4,3,3,9,3,2,0,2,2,No,3,Bachelor,36-45,High Salary,New Employee,Medium
1081,1527,3,4,2,3,1,2,46,3,4,3,No,8,1,228,51,11380,16606,12,3,2,4,3,4,23,2,13,12,5,1,No,3,Bachelor,46-55,Very High Salary,Long-Term,Medium
1088,1541,3,9,6,3,2,2,34,7,1,3,Yes,0,1,1440,55,4944,2308,25,2,3,2,4,3,12,4,11,10,5,7,No,2,College,26-35,Low Salary,Long-Term,High
1095,1548,3,8,4,3,2,2,40,9,2,3,No,0,0,1342,47,19345,5473,12,1,1,4,3,4,9,5,8,4,7,1,No,2,College,36-45,Meduim Salary,Experienced,Low
1104,1557,3,8,2,3,1,1,48,16,2,3,No,8,1,492,96,13693,6439,14,3,3,3,3,3,18,2,8,7,7,7,No,4,Master,46-55,Meduim Salary,Experienced,High
1106,1560,3,8,2,3,2,2,33,8,2,3,No,2,1,1242,46,10589,6392,13,1,1,4,3,1,8,6,2,2,2,2,No,4,Master,26-35,Meduim Salary,New Employee,Low
1115,1576,2,7,5,3,1,2,48,15,1,3,No,8,1,1108,65,16530,2367,12,3,1,4,3,2,10,3,8,2,7,6,No,4,Master,46-55,Low Salary,Experienced,Low
1118,1580,2,7,2,3,2,2,34,1,2,3,No,9,1,1351,45,13008,5484,17,2,4,2,3,2,9,3,2,2,2,1,No,4,Master,26-35,Meduim Salary,New Employee,Very High
1120,1582,3,8,2,3,2,2,38,14,2,3,No,0,1,1245,80,12355,9924,11,3,2,4,3,3,10,3,9,8,7,7,No,3,Bachelor,36-45,High Salary,Experienced,Medium
1149,1618,2,5,4,3,2,2,39,10,2,3,No,2,3,1387,76,3835,5377,13,2,1,4,3,3,10,3,7,7,7,7,No,5,Doctor,36-45,Meduim Salary,Experienced,Low
1165,1641,2,5,2,3,1,3,40,16,3,3,Yes,6,0,448,84,19948,7945,15,3,4,4,3,2,18,2,4,2,3,3,No,3,Bachelor,36-45,High Salary,Early Career,Very High
1185,1665,2,4,4,3,1,2,54,22,4,3,No,3,1,584,91,18685,17426,25,2,3,3,4,3,36,6,10,8,4,7,No,5,Doctor,46-55,Very High Salary,Experienced,High
1193,1674,2,3,4,3,1,1,49,16,1,3,Yes,4,1,464,74,24941,2587,16,4,1,2,3,2,17,2,2,2,2,2,No,3,Bachelor,46-55,Low Salary,New Employee,Low
1201,1683,1,2,2,3,1,1,44,1,1,3,Yes,4,3,528,44,4167,3195,18,3,4,1,3,3,8,2,2,2,2,2,No,3,Bachelor,36-45,Meduim Salary,New Employee,Very High
1221,1710,3,9,2,3,1,3,36,2,2,3,No,3,0,530,51,7439,4502,15,3,4,3,3,2,17,2,13,7,6,7,No,4,Master,36-45,Meduim Salary,Long-Term,Very High
1276,1786,2,4,6,3,1,2,51,3,3,3,No,2,0,942,53,22984,13116,11,1,3,4,3,3,15,2,2,2,2,2,No,3,Bachelor,46-55,High Salary,New Employee,High
1278,1789,2,6,4,3,2,1,46,2,5,3,Yes,7,1,734,46,14218,19328,17,3,4,3,3,3,24,3,2,1,2,2,No,4,Master,46-55,Very High Salary,New Employee,Very High
1279,1790,2,1,2,3,2,2,36,10,3,3,Yes,7,1,1383,90,25949,8321,13,4,1,4,3,3,15,1,12,8,5,7,No,3,Bachelor,36-45,High Salary,Long-Term,Low
1281,1794,1,2,5,3,2,1,37,8,2,3,No,2,0,1239,89,12832,4071,13,3,2,3,3,2,19,4,10,0,4,7,No,2,College,36-45,Meduim Salary,Experienced,Medium
1285,1800,2,6,4,3,2,3,39,10,3,3,No,7,0,1253,65,7914,13464,21,3,3,3,4,3,9,3,4,3,2,2,No,1,Below College,36-45,High Salary,Early Career,High
1296,1815,3,8,3,3,1,1,41,4,3,3,Yes,0,1,796,81,26458,10447,13,3,3,4,3,4,23,3,22,14,13,5,No,1,Below College,36-45,High Salary,Long-Term,High
1305,1829,2,1,2,3,1,1,40,12,2,3,No,2,1,750,47,10748,4448,12,2,1,2,3,3,15,3,7,4,7,7,No,3,Bachelor,36-45,Meduim Salary,Experienced,Low
